
DECIMAL       HEXADECIMAL     DESCRIPTION
490144195     0x1D3701C3      Zlib compressed data, best compression
490145020     0x1D3704FC      Zlib compressed data, best compression
490174436     0x1D3777E4      PNG image, 455 x 695, 8-bit grayscale, non-interlaced
490174521     0x1D377839      Zlib compressed data, best compression
490175346     0x1D377B72      Zlib compressed data, best compression
490213746     0x1D381172      PNG image, 273 x 328, 8-bit grayscale, non-interlaced
490213831     0x1D3811C7      Zlib compressed data, best compression
490214656     0x1D381500      Zlib compressed data, best compression
490238208     0x1D387100      PNG image, 740 x 231, 8-bit grayscale, non-interlaced
490238293     0x1D387155      Zlib compressed data, best compression
490239118     0x1D38748E      Zlib compressed data, best compression
490279964     0x1D39141C      PNG image, 740 x 235, 8-bit grayscale, non-interlaced
490280049     0x1D391471      Zlib compressed data, best compression
490280874     0x1D3917AA      Zlib compressed data, best compression
490326532     0x1D39CA04      PNG image, 560 x 339, 8-bit grayscale, non-interlaced
490326617     0x1D39CA59      Zlib compressed data, best compression
490327442     0x1D39CD92      Zlib compressed data, best compression
490354936     0x1D3A38F8      PNG image, 573 x 158, 8-bit grayscale, non-interlaced
490355021     0x1D3A394D      Zlib compressed data, best compression
490369993     0x1D3A73C9      PNG image, 740 x 218, 8-bit grayscale, non-interlaced
490370078     0x1D3A741E      Zlib compressed data, best compression
490370903     0x1D3A7757      Zlib compressed data, best compression
490397247     0x1D3ADE3F      PNG image, 399 x 509, 8-bit grayscale, non-interlaced
490397332     0x1D3ADE94      Zlib compressed data, best compression
490398157     0x1D3AE1CD      Zlib compressed data, best compression
490426983     0x1D3B5267      PNG image, 740 x 248, 8-bit grayscale, non-interlaced
490427068     0x1D3B52BC      Zlib compressed data, best compression
490427893     0x1D3B55F5      Zlib compressed data, best compression
490473660     0x1D3C08BC      PNG image, 444 x 285, 8-bit grayscale, non-interlaced
490473745     0x1D3C0911      Zlib compressed data, best compression
490474570     0x1D3C0C4A      Zlib compressed data, best compression
490491083     0x1D3C4CCB      PNG image, 740 x 243, 8-bit grayscale, non-interlaced
490491168     0x1D3C4D20      Zlib compressed data, best compression
490491993     0x1D3C5059      Zlib compressed data, best compression
490516650     0x1D3CB0AA      PNG image, 300 x 90, 8-bit grayscale, non-interlaced
490516735     0x1D3CB0FF      Zlib compressed data, best compression
490517560     0x1D3CB438      Zlib compressed data, best compression
490525836     0x1D3CD48C      JPEG image data, JFIF standard 1.02
490525866     0x1D3CD4AA      TIFF image data, big-endian, offset of first image directory: 8
490526333     0x1D3CD67D      Copyright string: "Copyright Flag"
490526974     0x1D3CD8FE      JPEG image data, JFIF standard 1.02
490570609     0x1D3D8371      PNG image, 631 x 233, 8-bit grayscale, non-interlaced
490570694     0x1D3D83C6      Zlib compressed data, best compression
490571519     0x1D3D86FF      Zlib compressed data, best compression
490605737     0x1D3E0CA9      PNG image, 740 x 289, 8-bit grayscale, non-interlaced
490605822     0x1D3E0CFE      Zlib compressed data, best compression
490606647     0x1D3E1037      Zlib compressed data, best compression
490647630     0x1D3EB04E      PNG image, 740 x 267, 8-bit grayscale, non-interlaced
490647715     0x1D3EB0A3      Zlib compressed data, best compression
490648540     0x1D3EB3DC      Zlib compressed data, best compression
490683835     0x1D3F3DBB      PNG image, 740 x 251, 8-bit grayscale, non-interlaced
490683920     0x1D3F3E10      Zlib compressed data, best compression
490684745     0x1D3F4149      Zlib compressed data, best compression
490733979     0x1D40019B      PNG image, 346 x 323, 8-bit grayscale, non-interlaced
490734064     0x1D4001F0      Zlib compressed data, best compression
490734889     0x1D400529      Zlib compressed data, best compression
490747934     0x1D40381E      PNG image, 740 x 325, 8-bit grayscale, non-interlaced
490748019     0x1D403873      Zlib compressed data, best compression
490748844     0x1D403BAC      Zlib compressed data, best compression
490788067     0x1D40D4E3      PNG image, 503 x 499, 8-bit grayscale, non-interlaced
490788152     0x1D40D538      Zlib compressed data, best compression
490788977     0x1D40D871      Zlib compressed data, best compression
490810624     0x1D412D00      JPEG image data, JFIF standard 1.02
490810654     0x1D412D1E      TIFF image data, big-endian, offset of first image directory: 8
490811121     0x1D412EF1      Copyright string: "Copyright Flag"
490811778     0x1D413182      JPEG image data, JFIF standard 1.02
490860676     0x1D41F084      JPEG image data, JFIF standard 1.02
490860706     0x1D41F0A2      TIFF image data, big-endian, offset of first image directory: 8
490861173     0x1D41F275      Copyright string: "Copyright Flag"
490861826     0x1D41F502      JPEG image data, JFIF standard 1.02
490881837     0x1D42432D      JPEG image data, JFIF standard 1.02
490881867     0x1D42434B      TIFF image data, little-endian offset of first image directory: 8
490882231     0x1D4244B7      JPEG image data, JFIF standard 1.01
490885590     0x1D4251D6      Copyright string: "Copyright Flag"
490886233     0x1D425459      JPEG image data, JFIF standard 1.02
490917829     0x1D42CFC5      PNG image, 350 x 162, 8-bit grayscale, non-interlaced
490917930     0x1D42D02A      Zlib compressed data, best compression
490929147     0x1D42FBFB      JPEG image data, JFIF standard 1.02
490929177     0x1D42FC19      TIFF image data, big-endian, offset of first image directory: 8
490929644     0x1D42FDEC      Copyright string: "Copyright Flag"
490930299     0x1D43007B      JPEG image data, JFIF standard 1.02
490960496     0x1D437670      JPEG image data, JFIF standard 1.02
490960526     0x1D43768E      TIFF image data, big-endian, offset of first image directory: 8
490960993     0x1D437861      Copyright string: "Copyright Flag"
490961672     0x1D437B08      JPEG image data, JFIF standard 1.02
491006794     0x1D442B4A      PNG image, 700 x 243, 8-bit colormap, non-interlaced
491007079     0x1D442C67      Zlib compressed data, best compression
491044601     0x1D44BEF9      JPEG image data, JFIF standard 1.02
491044631     0x1D44BF17      TIFF image data, little-endian offset of first image directory: 8
491044995     0x1D44C083      JPEG image data, JFIF standard 1.01
491048269     0x1D44CD4D      Copyright string: "Copyright Flag"
491048926     0x1D44CFDE      JPEG image data, JFIF standard 1.02
491075040     0x1D4535E0      JPEG image data, JFIF standard 1.02
491075229     0x1D45369D      Copyright string: "Copyright Flag"
491075864     0x1D453918      JPEG image data, JFIF standard 1.02
495592259     0x1D8A2343      OSX DMG image invalid{invalid)
500159632     0x1DCFD490      MySQL ISAM compressed data file Version 1
540461534     0x2036C9DE      Copyright string: "Copyright (c) 2009-2010 Satoshi Nakamoto"
540570554     0x203873BA      Zip archive data, at least v2.0 to extract, compressed size: 64451, uncompressed size: 64624, name: WATER.EXE
540635044     0x20396FA4      Zip archive data, at least v2.0 to extract, compressed size: 118646, uncompressed size: 196513, name: WATERSND.EXE
540753949     0x203B401D      Zip archive data, at least v2.0 to extract, compressed size: 4186, uncompressed size: 10555, name: WATER.TXT
540758174     0x203B509E      Zip archive data, at least v2.0 to extract, compressed size: 308, uncompressed size: 573, name: FILE_ID.DIZ
540758748     0x203B52DC      End of Zip archive, footer length: 68, comment: "WATER - 64Kb intro / Spirit New Style / Asm'96"
540759033     0x203B53F9      Zip archive data, at least v2.0 to extract, compressed size: 813, uncompressed size: 1104, name: demosite.com
540759888     0x203B5750      Zip archive data, at least v2.0 to extract, compressed size: 856, uncompressed size: 1846, name: order.frm
540760783     0x203B5ACF      Zip archive data, at least v2.0 to extract, compressed size: 701, uncompressed size: 1258, name: readme.1st
540761524     0x203B5DB4      Zip archive data, at least v1.0 to extract, compressed size: 24, uncompressed size: 24, name: vect_000.u4c
540761590     0x203B5DF6      Zip archive data, at least v2.0 to extract, compressed size: 14025, uncompressed size: 18233, name: vect_001.u4c
540775657     0x203B94E9      Zip archive data, at least v2.0 to extract, compressed size: 2873, uncompressed size: 3717, name: vect_002.u4c
540778572     0x203BA04C      Zip archive data, at least v2.0 to extract, compressed size: 4389, uncompressed size: 5334, name: vect_003.u4c
540783003     0x203BB19B      Zip archive data, at least v2.0 to extract, compressed size: 553, uncompressed size: 4020, name: vect_004.u4c
540783598     0x203BB3EE      Zip archive data, at least v1.0 to extract, compressed size: 789, uncompressed size: 789, name: vect_005.u4c
540784429     0x203BB72D      Zip archive data, at least v2.0 to extract, compressed size: 8676, uncompressed size: 10423, name: vect_006.u4c
540793147     0x203BD93B      Zip archive data, at least v2.0 to extract, compressed size: 520, uncompressed size: 574, name: vect_007.u4c
540793709     0x203BDB6D      Zip archive data, at least v2.0 to extract, compressed size: 112885, uncompressed size: 143626, name: vect_008.u4c
540906855     0x203D9567      Zip archive data, at least v2.0 to extract, compressed size: 50262, uncompressed size: 52610, name: vectdemo.exe
540958122     0x203E5DAA      End of Zip archive, footer length: 22
540958362     0x203E5E9A      Zip archive data, at least v2.0 to extract, compressed size: 2174, uncompressed size: 6439, name: COMA.NFO
540960574     0x203E673E      Zip archive data, at least v2.0 to extract, compressed size: 240, uncompressed size: 491, name: FILE_ID.DIZ
540960855     0x203E6857      Zip archive data, at least v2.0 to extract, compressed size: 325420, uncompressed size: 465377, name: PAIMEN.EXE
541288065     0x20436681      Zip archive data, at least v2.0 to extract, compressed size: 280, uncompressed size: 858, name: H'Y'D'E.PRK
541289818     0x20436D5A      Zip archive data, at least v2.0 to extract, compressed size: 326825, uncompressed size: 467351, name: PAIMEN.EXE
541618099     0x20486FB3      Zip archive data, at least v2.0 to extract, compressed size: 671983, uncompressed size: 1120578, name: WARFARE.DAT
542292695     0x2052BAD7      Zip archive data, at least v2.0 to extract, compressed size: 606, uncompressed size: 2047, name: COMA.NFO
542293339     0x2052BD5B      Zip archive data, at least v2.0 to extract, compressed size: 156, uncompressed size: 332, name: FILE_ID.DIZ
542293760     0x2052BF00      End of Zip archive, footer length: 22
571092303     0x220A2D4F      Copyright string: "Copyright (c) 2009-2010 Satoshi Nakamoto"
571117796     0x220A90E4      POSIX tar archive, owner user name: "al_header"
1145749742    0x444AC0EE      eCos RTOS string reference: "ecosystems, virtual reality, kids and code", "github": {"username": "natbro"}, "instagram": {"username": "natbro206"}, "twitter""
1154581363    0x44D18373      StuffIt Deluxe Segment (data): fk
1161825371    0x45400C5B      StuffIt Deluxe Segment (data): fughT2ZWoh1zjnneN/NosDbRRddFNoCP1GfUIs6tJhYz7ejY+Q//OEPwdgN3RPn+7g+d3vssUcwxtC9YfDgwf8xRlefTP1L9dX02dFnyMcii7Zo1+ZXv/pVV4qWdjpqQ
1163690828    0x455C834C      StuffIt Deluxe Segment (data): f1JEjRzzimr/99lsNHTpUq1ev5gEe56qrrjJ27NzcXFv2nzI5E69nz55kGsAN29BjxozR22+/7bbXuHPnTg0fPty2vWuoq1BXAXkDZ88bAnHST7O2/u///k8ff/wxD9U
1187257045    0x46C41AD5      eCos RTOS string reference: "ecosystems, virtual reality, kids and code", "github": {"username": "natbro"}, "instagram": {"username": "natbro206"}, "twitter""
1198718072    0x4772FC78      StuffIt Deluxe Segment (data): f"}, "cover": {"url": "https://s3.amazonaws.com/97p/vsS.jpeg"}, "bitcoin": {"address": "1LwZvFKcLSRdcDK8wF8cwSdngc5tbn7kJr"}, "a
1204479028    0x47CAE434      Minix filesystem, V1, little endian, -981 zones
1206222132    0x47E57D34      VMware4 disk image
1206306976    0x47E6C8A0      Neighborly text, "neighbors.  https://t.co/kNizHBo7DV", "name": {"formatted": "Jim Lyndon"}, "twitter": {"username": "jimlyndon", "proof": {"url":m Lyndon"}, "twitter": {"username": "jimlyndon", "proof": {"url": "https://twitter.com/jimlyndon/status/494261286822105089"}}, ""
1215968441    0x487A34B9      mcrypt 2.2 encrypted data, algorithm: blowfish-448, mode: CBC, keymode: 8bit
1222185208    0x48D910F8      Neighborly text, "neighborhood SpiderVC.", "name": {"formatted": "Andrew Parker"}, "twitter": {"username": "andrewparker", "proof": {"url": "https, "twitter": {"username": "andrewparker", "proof": {"url": "https://twitter.com/andrewparker/status/499626963082829824"}}, "cove"
1252686115    0x4AAA7923      QEMU QCOW Image
1260717366    0x4B250536      mcrypt 2.2 encrypted data, algorithm: blowfish-448, mode: CBC, keymode: 8bit
1322169434    0x4ECEB45A      MySQL ISAM index file Version 9
1367630645    0x51846335      MySQL ISAM index file Version 1
1405442605    0x53C55A2D      Neighborly text, "neighborhood geek. I'm into technology in a big way, but I'm also fascinated by people, businesses, economies and other systems.so fascinated by people, businesses, economies and other systems.", "github": {"username": "owencutajar", "proof": {"url": "http"
1411013689    0x541A5C39      eCos RTOS string reference: "ecosystems, virtual reality, kids and code", "github": {"username": "natbro", "proof": {"url": "https://gist.github.com/natbro/2"
1411034866    0x541AAEF2      eCos RTOS string reference: "ecosystems, virtual reality, kids and code", "github": {"username": "natbro", "proof": {"url": "https://gist.github.com/natbro/2"
1411048596    0x541AE494      eCos RTOS string reference: "ecosystems, virtual reality, kids and code", "github": {"username": "natbro", "proof": {"url": "https://gist.github.com/natbro/2"
1411058959    0x541B0D0F      eCos RTOS string reference: "ecosystems, virtual reality, kids and code", "github": {"username": "natbro", "proof": {"url": "https://gist.github.com/natbro/2"
1419028855    0x5494A977      Sega MegaDrive/Genesis raw ROM dump, Name: "matted": "Austin", "location": {"for",
1419035973    0x5494C545      Sega MegaDrive/Genesis raw ROM dump, Name: "matted": "Austin", "location": {"for",
1419937787    0x54A287FB      Sega MegaDrive/Genesis raw ROM dump, Name: "321-1", "locatio", "next": "i/scotty",
1422492553    0x54C98389      Neighborly text, "Neighborland", "name": {"formatted": "Alan Joseph Williams"}, "twitter": {"username": "alanjosephwilli"}, "cover": {"url": "httptwitter": {"username": "alanjosephwilli"}, "cover": {"url": "https://pbs.twimg.com/profile_banners/19787389/1393901391/web_retin"
1422642794    0x54CBCE6A      IMG0 (VxWorks) header, size: 842479662
1422689426    0x54CC8492      IMG0 (VxWorks) header, size: 842479662
1423666915    0x54DB6EE3      OpenSSH ECDSA (Curve P-256) public key
1423776613    0x54DD1B65      OpenSSH ECDSA (Curve P-256) public key
1427902788    0x551C1144      StuffIt Deluxe Segment (data): fJTyDMYJvYUma3vQXgc"}, "cover": {"url": "https://s3.amazonaws.com/97p/northern-lights.jpg"}, "name": {"formatted": "savings"}, "
1429488390    0x55344306      OpenSSH RSA public key
1431876160    0x5558B240      eCos RTOS string reference: "ecosystem", "name": {"formatted": "Salvatore Delle Palme"}, "twitter": {"username": "Salwilliam"}, "cover": {"url": "https://pbs"
1441615536    0x55ED4EB0      Neighborly text, "neighborland.com", "bio": "Co-founder @Neighborland, Mentor @Mattervc and @CodeforAmerica", "name": {"formatted": "Dan"}, "twittttervc and @CodeforAmerica", "name": {"formatted": "Dan"}, "twitter": {"username": "DanParham"}, "cover": {"url": "https://s3.am"
1441615575    0x55ED4ED7      Neighborly text, "Neighborland, Mentor @Mattervc and @CodeforAmerica", "name": {"formatted": "Dan"}, "twitter": {"username": "DanParham"}, "cover"formatted": "Dan"}, "twitter": {"username": "DanParham"}, "cover": {"url": "https://s3.amazonaws.com/dx3/danparham"}, "bitcoin":"
1441974941    0x55F2CA9D      Neighborly text, "Neighbor!", "name": {"formatted": "Barbara Pantuso"}, "twitter": {"username": "barbarapantuso"}, "cover": {"url": "https://s3.am: {"username": "barbarapantuso"}, "cover": {"url": "https://s3.amazonaws.com/dx3/bpantuso"}, "bitcoin": {"address": "1HxUJWJqPKy"
1443087148    0x5603C32C      Neighborly text, "neighborhood web developer!", "github": {"username": "seriouslysean", "proof": {"url": "https://gist.github.com/seriouslysean/a6sean", "proof": {"url": "https://gist.github.com/seriouslysean/a6389fcbecd1c8d6a0fa"}}, "name": {"formatted": "Sean Kennedy"}, ""
1445440115    0x5627AA73      eCos RTOS string reference: "ecosystems \u2013 through Origo Ventures in Latin America and driving San Diego/Baja hardware and bio startups via HardTech Labs"
1450332288    0x56725080      Neighborly text, "neighborhood web developer!", "github": {"username": "anonymous", "proof": {"url": "https://gist.github.com/anonymous/a5532d4baa", "proof": {"url": "https://gist.github.com/anonymous/a5532d4baa8da96f9c95"}}, "name": {"formatted": "Sean Kennedy"}, "twitter""
1453170045    0x569D9D7D      eCos RTOS string reference: "ecosystem", "name": {"formatted": "Claudio Gallo"}, "twitter": {"username": "daualset"}, "cover": {"url": "https://pbs.twimg.com"
1463834482    0x57405772      Broadcom header, number of sections: 1634296933,
1468439001    0x578699D9      mcrypt 2.2 encrypted data, algorithm: blowfish-448, mode: CBC, keymode: 8bit
1474899565    0x57E92E6D      IMG0 (VxWorks) header, size: 842479662
1474917458    0x57E97452      Neighborly text, "neighbors.  https://t.co/kNizHBo7DV", "name": {"formatted": "Jim Lyndon"}, "graph": {"url": "https://s3.amazonaws.com/grph/jimlym Lyndon"}, "graph": {"url": "https://s3.amazonaws.com/grph/jimlyndon"}, "twitter": {"username": "jimlyndon", "proof": {"url": ""
1483387884    0x586AB3EC      Neighborly text, "neighborhood good guy. And the good guys always win, auuuright!", "github": {"username": "sublimental", "proof": {"url": "https:", "github": {"username": "sublimental", "proof": {"url": "https://gist.github.com/sublimental/ade25a61c36c8ba9ab8b"}}, "name": "
1483403765    0x586AF1F5      Neighborly text, "neighborhood good guy. And the good guys always win, auuuright!", "github": {"username": "sublimental", "proof": {"url": "https:", "github": {"username": "sublimental", "proof": {"url": "https://gist.github.com/sublimental/ade25a61c36c8ba9ab8b"}}, "name": "
1483436375    0x586B7157      Neighborly text, "neighborhood good guy. And the good guys always win, auuuright!", "github": {"username": "sublimental", "proof": {"url": "https:", "github": {"username": "sublimental", "proof": {"url": "https://gist.github.com/sublimental/ade25a61c36c8ba9ab8b"}}, "name": "
1506359804    0x59C939FC      eCos RTOS string reference: "ecosystems.\r\nBusiness Partner @ Signals Intelligence Group.", "name": {"formatted": "Nicola Diligu"}, "twitter": {"username": "
1506401949    0x59C9DE9D      eCos RTOS string reference: "ecosystems.\r\nBusiness Partner @ Signals Intelligence Group.", "name": {"formatted": "Nicola Diligu"}, "twitter": {"username": "
1506431546    0x59CA523A      eCos RTOS string reference: "ecosystems.\r\nBusiness Partner @ Signals Intelligence Group.", "name": {"formatted": "Nicola Diligu"}, "twitter": {"username": "
1519537187    0x5A924C23      Minix filesystem, V1, little endian, -18762 zones
1523126569    0x5AC91129      Private key in DER format (PKCS header length: 4, sequence length: 5141
1530819116    0x5B3E722C      MySQL ISAM index file Version 1
1549325303    0x5C58D3F7      GPG key trust database version -127
1574234397    0x5DD4E91D      MySQL ISAM compressed data file Version 1
1606136035    0x5FBBB0E3      eCos RTOS string reference: "ecostal"
1641477053    0x61D6F3BD      MySQL MISAM compressed data file Version 8
1678189105    0x64072231      MySQL ISAM index file Version 6
1681188143    0x6434E52F      StuffIt Deluxe Segment (data): f"}, "cover": {"url": "https://s3.amazonaws.com/97p/vsS.jpeg"}, "bitcoin": {"address": "1LwZvFKcLSRdcDK8wF8cwSdngc5tbn7kJr"}, "a
1685656014    0x647911CE      eCos RTOS string reference: "ecosystem", "name": {"formatted": "Salvatore Delle Palme"}, "twitter": {"username": "Salwilliam"}, "cover": {"url": "https://pbs"
1707232833    0x65C24E41      mcrypt 2.2 encrypted data, algorithm: blowfish-448, mode: CBC, keymode: 8bit
1807697745    0x6BBF4751      mcrypt 2.2 encrypted data, algorithm: blowfish-448, mode: CBC, keymode: 8bit
1848124479    0x6E28243F      gzip compressed data, has header CRC, last modified: 1941-09-18 00:24:42 (bogus date)
1860414813    0x6EE3AD5D      Encrypted Hilink uImage firmware header
1866353082    0x6F3E49BA      Cisco IOS microcode, for ""
1879950272    0x700DC3C0      MySQL ISAM compressed data file Version 2
1887997359    0x70888DAF      Neighborly text, "neighborhood SpiderVC.", "name": {"formatted": "Andrew Parker"}, "twitter": {"username": "andrewparker", "proof": {"url": "https, "twitter": {"username": "andrewparker", "proof": {"url": "https://twitter.com/andrewparker/status/499626963082829824"}}, "cove"
1903948430    0x717BF28E      mcrypt 2.2 encrypted data, algorithm: blowfish-448, mode: CBC, keymode: 8bit
1950401047    0x7440C217      Neighborly text, "neighborhood geek. I'm into technology in a big way, but I'm also fascinated by people, businesses, economies and other systems.so fascinated by people, businesses, economies and other systems.", "github": {"username": "owencutajar", "proof": {"url": "http"
1952632685    0x7462CF6D      Neighborly text, best guess: Goodspeed, "neighborly.com", "bio": "CEO @neighborly. Tweeted as @luminopolis until June 2015", "name": {"formatted": "Jase Wilson"}, "twittis until June 2015", "name": {"formatted": "Jase Wilson"}, "twitter": {"username": "jase"}, "cover": {"url": "https://s3.amazona"
1952632715    0x7462CF8B      Neighborly text, best guess: Goodspeed, "neighborly. Tweeted as @luminopolis until June 2015", "name": {"formatted": "Jase Wilson"}, "twitter": {"username": "jase"}, "co"formatted": "Jase Wilson"}, "twitter": {"username": "jase"}, "cover": {"url": "https://s3.amazonaws.com/dx3/jase"}, "avatar": {"
1956673438    0x74A0779E      eCos RTOS string reference: "ecosystems, virtual reality, kids and code", "github": {"username": "natbro", "proof": {"url": "https://gist.github.com/natbro/2"
1966696076    0x7539668C      PARity archive data
1975782929    0x75C40E11      IMG0 (VxWorks) header, size: 842479662
1975815653    0x75C48DE5      Neighborly text, "Neighborland", "name": {"formatted": "Alan Joseph Williams"}, "twitter": {"username": "alanjosephwilli"}, "cover": {"url": "httptwitter": {"username": "alanjosephwilli"}, "cover": {"url": "https://pbs.twimg.com/profile_banners/19787389/1393901391/web_retin"
1976046025    0x75C811C9      IMG0 (VxWorks) header, size: 842479662
1976206791    0x75CA85C7      Sega MegaDrive/Genesis raw ROM dump, Name: "matted": "Austin", "location": {"for",
1976361911    0x75CCE3B7      Sega MegaDrive/Genesis raw ROM dump, Name: "matted": "Austin", "location": {"for",
1976484567    0x75CEC2D7      Sega MegaDrive/Genesis raw ROM dump, Name: "321-2", "locatio", "next": "i/scotty",
1984935615    0x764FB6BF      StuffIt Deluxe Segment (data): fJTyDMYJvYUma3vQXgc"}, "cover": {"url": "https://s3.amazonaws.com/97p/northern-lights.jpg"}, "name": {"formatted": "savings"}, "
1991733698    0x76B771C2      mcrypt 2.2 encrypted data, algorithm: blowfish-448, mode: CBC, keymode: 8bit
1998581411    0x771FEEA3      Neighborly text, "neighborland.com", "bio": "Co-founder @Neighborland, Mentor @Mattervc and @CodeforAmerica", "name": {"formatted": "Dan"}, "twittttervc and @CodeforAmerica", "name": {"formatted": "Dan"}, "twitter": {"username": "DanParham"}, "cover": {"url": "https://s3.am"
1998581450    0x771FEECA      Neighborly text, "Neighborland, Mentor @Mattervc and @CodeforAmerica", "name": {"formatted": "Dan"}, "twitter": {"username": "DanParham"}, "cover"formatted": "Dan"}, "twitter": {"username": "DanParham"}, "cover": {"url": "https://s3.amazonaws.com/dx3/danparham"}, "bitcoin":"
1999838741    0x77331E15      Neighborly text, "Neighbor!", "name": {"formatted": "Barbara Pantuso"}, "twitter": {"username": "barbarapantuso"}, "cover": {"url": "https://s3.am: {"username": "barbarapantuso"}, "cover": {"url": "https://s3.amazonaws.com/dx3/bpantuso"}, "bitcoin": {"address": "1HxUJWJqPKy"
2001487242    0x774C458A      eCos RTOS string reference: "ecosystems \u2013 through Origo Ventures in Latin America and driving San Diego/Baja hardware and bio startups via HardTech Labs"
2011576675    0x77E63963      Minix filesystem, V1, little endian, -10666 zones
2013436815    0x78029B8F      eCos RTOS string reference: "ecosystem", "name": {"formatted": "Claudio Gallo"}, "twitter": {"username": "daualset"}, "cover": {"url": "https://pbs.twimg.com"
2014326528    0x78102F00      Neighborly text, "neighborhood web developer!", "github": {"username": "anonymous", "proof": {"url": "https://gist.github.com/anonymous/a5532d4baa", "proof": {"url": "https://gist.github.com/anonymous/a5532d4baa8da96f9c95"}}, "name": {"formatted": "Sean Kennedy"}, "twitter""
2019661851    0x7861981B      MySQL ISAM index file Version 1
2022826447    0x7891E1CF      Broadcom header, number of sections: 1634296933,
2023743639    0x789FE097      OpenSSH ECDSA (Curve P-256) public key
2024587357    0x78ACC05D      mcrypt 2.2 encrypted data, algorithm: DES, mode: CBC, keymode: 8bit
2037759934    0x7975BFBE      OpenSSH RSA public key
2040741628    0x79A33EFC      IMG0 (VxWorks) header, size: 842479662
2040918091    0x79A5F04B      Neighborly text, "neighbors.  https://t.co/kNizHBo7DV", "name": {"formatted": "Jim Lyndon"}, "graph": {"url": "https://s3.amazonaws.com/grph/jimlym Lyndon"}, "graph": {"url": "https://s3.amazonaws.com/grph/jimlyndon"}, "twitter": {"username": "jimlyndon", "proof": {"url": ""
2046991516    0x7A029C9C      Sega MegaDrive/Genesis raw ROM dump, Name: "321-1", "locatio", "next": "i/scotty",
2047483794    0x7A0A1F92      OpenSSH RSA public key
2047504109    0x7A0A6EED      OpenSSH RSA public key
2048800057    0x7A1E3539      OpenSSH RSA public key
2049618931    0x7A2AB3F3      eCos RTOS string reference: "ecosystems.\r\nBusiness Partner @ Signals Intelligence Group.", "name": {"formatted": "Nicola Diligu"}, "twitter": {"username": "
2050238291    0x7A342753      Neighborly text, "neighborhood good guy. And the good guys always win, auuuright!", "github": {"username": "sublimental", "proof": {"url": "https:", "github": {"username": "sublimental", "proof": {"url": "https://gist.github.com/sublimental/ade25a61c36c8ba9ab8b"}}, "name": "
2051412361    0x7A461189      Neighborly text, "neighborhood geek. I'm into technology in a big way, but I'm also fascinated by people, businesses, economies and other systems.so fascinated by people, businesses, economies and other systems.", "github": {"username": "owencutajar", "proof": {"url": "http"
2051423414    0x7A463CB6      eCos RTOS string reference: "ecosystems, virtual reality, kids and code", "github": {"username": "natbro", "proof": {"url": "https://gist.github.com/natbro/2"
2052527966    0x7A57175E      Neighborly text, "neighborhood web developer!", "github": {"username": "anonymous", "proof": {"url": "https://gist.github.com/anonymous/a5532d4baa", "proof": {"url": "https://gist.github.com/anonymous/a5532d4baa8da96f9c95"}}, "name": {"formatted": "Sean Kennedy"}, "twitter""
2052875793    0x7A5C6611      eCos RTOS string reference: "ecosystems \u2013 through Origo Ventures in Latin America and driving San Diego/Baja hardware and bio startups via HardTech Labs"
2056222241    0x7A8F7621      StuffIt Deluxe Segment (data): f"}, "cover": {"url": "https://s3.amazonaws.com/97p/vsS.jpeg"}, "bitcoin": {"address": "1LwZvFKcLSRdcDK8wF8cwSdngc5tbn7kJr"}, "a
2056411589    0x7A9259C5      MySQL ISAM index file Version 6
2057228848    0x7A9ED230      Neighborly text, "neighbors.  https://t.co/kNizHBo7DV", "name": {"formatted": "Jim Lyndon"}, "graph": {"url": "https://s3.amazonaws.com/grph/jimlym Lyndon"}, "graph": {"url": "https://s3.amazonaws.com/grph/jimlyndon"}, "twitter": {"username": "jimlyndon", "proof": {"url": ""
2057497366    0x7AA2EB16      Neighborly text, "neighborhood SpiderVC.", "name": {"formatted": "Andrew Parker"}, "twitter": {"username": "andrewparker", "proof": {"url": "https, "twitter": {"username": "andrewparker", "proof": {"url": "https://twitter.com/andrewparker/status/499626963082829824"}}, "cove"
2061941457    0x7AE6BAD1      Neighborly text, "neighborhood good guy. And the good guys always win, auuuright!", "github": {"username": "sublimental", "proof": {"url": "https:", "github": {"username": "sublimental", "proof": {"url": "https://gist.github.com/sublimental/ade25a61c36c8ba9ab8b"}}, "name": "
2062579674    0x7AF077DA      IMG0 (VxWorks) header, size: 842479662
2063119366    0x7AF8B406      Sega MegaDrive/Genesis raw ROM dump, Name: "matted": "Austin", "location": {"for",
2063123768    0x7AF8C538      Sega MegaDrive/Genesis raw ROM dump, Name: "matted": "Austin", "location": {"for",
2063278770    0x7AFB22B2      Neighborly text, "neighborland.com", "bio": "Co-founder @Neighborland, Mentor @Mattervc and @CodeforAmerica", "name": {"formatted": "Dan"}, "twittttervc and @CodeforAmerica", "name": {"formatted": "Dan"}, "twitter": {"username": "DanParham"}, "cover": {"url": "https://s3.am"
2063278809    0x7AFB22D9      Neighborly text, "Neighborland, Mentor @Mattervc and @CodeforAmerica", "name": {"formatted": "Dan"}, "twitter": {"username": "DanParham"}, "cover"formatted": "Dan"}, "twitter": {"username": "DanParham"}, "cover": {"url": "https://s3.amazonaws.com/dx3/danparham"}, "bitcoin":"
